SVM_a,SVM_g,CM_a,CM_g,jerk_x,jerk_y,jerk_z,accl_x,accl_y,accl_z,th_x,th_y,th_z,ag_x_mean,ag_x_max,ag_x_min,ag_y_mean,ag_y_max,ag_y_min,ag_z_mean,ag_z_max,ag_z_min,g_x_mean,g_x_max,g_x_min,g_y_mean,g_y_max,g_y_min,g_z_mean,g_z_max,g_z_min,SMA_a,SMA_g,RMS_ag_x,RMS_ag_y,RMS_ag_z,RMS_g_x,RMS_g_y,RMS_g_z,MAD_ag_x,MAD_ag_y,MAD_ag_z,MAD_g_x,MAD_g_y,MAD_g_z,VAR_ag_x,VAR_ag_y,VAR_ag_z,VAR_g_x,VAR_g_y,VAR_g_z,STD_ag_x,STD_ag_y,STD_ag_z,STD_g_x,STD_g_y,STD_g_z,IQR_ag_x,IQR_ag_y,IQR_ag_z,IQR_g_x,IQR_g_y,IQR_g_z,FFT_ag_x,FFT_ag_y,FFT_ag_z,FFT_g_x,FFT_g_y,FFT_g_z,E_ag_x,E_ag_y,E_ag_z,E_g_x,E_g_y,E_g_z
1.0,0.029,0.496,0.016,-0.0,0.0,0.0,0.0,-0.0,0.0,2.176,1.29,2.457,-0.569,-0.567,-0.57,0.277,0.279,0.276,-0.775,-0.773,-0.777,-0.016,-0.013,-0.019,0.014,0.018,0.012,-0.019,-0.017,-0.023,1.62,0.049,0.569,0.277,0.775,0.016,0.014,0.019,0.001,0.001,0.001,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.003,0.001,0.003,0.002,0.003,0.001,0.003,0.006,0.007,-0.001,3.233,0.769,6.0,0.003,0.002,0.004
1.0,0.026,0.496,0.015,-0.0,-0.0,0.0,-0.0,-0.0,0.0,2.176,1.29,2.456,-0.569,-0.568,-0.571,0.277,0.279,0.276,-0.774,-0.772,-0.776,-0.014,-0.01,-0.018,0.014,0.021,0.01,-0.018,-0.016,-0.021,1.621,0.046,0.569,0.277,0.774,0.014,0.014,0.018,0.001,0.001,0.001,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.003,0.003,0.002,0.001,0.001,0.002,0.005,0.002,0.002,-0.004,-0.003,0.006,-0.009,0.008,0.002,3.241,0.77,5.991,0.002,0.002,0.003
1.0,0.029,0.495,0.016,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2.175,1.291,2.458,-0.567,-0.564,-0.569,0.276,0.279,0.274,-0.776,-0.774,-0.781,-0.014,-0.012,-0.019,0.018,0.025,0.011,-0.019,-0.017,-0.023,1.619,0.051,0.567,0.276,0.776,0.014,0.018,0.019,0.001,0.001,0.001,0.002,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.004,0.002,0.001,0.002,0.002,0.003,0.006,0.002,0.003,0.004,-0.005,-0.001,-0.003,-0.001,3.219,0.763,6.016,0.002,0.003,0.004
1.0,0.028,0.495,0.016,0.0,-0.0,0.0,0.0,-0.0,-0.0,2.17,1.292,2.463,-0.564,-0.561,-0.568,0.275,0.279,0.273,-0.779,-0.776,-0.782,-0.014,-0.008,-0.02,0.013,0.018,0.009,-0.019,-0.012,-0.027,1.618,0.047,0.564,0.275,0.779,0.015,0.014,0.02,0.001,0.002,0.002,0.004,0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.004,0.004,0.005,0.001,0.003,0.003,0.008,0.007,0.005,0.004,0.004,0.006,0.023,0.013,-0.018,3.184,0.757,6.068,0.002,0.002,0.004
0.999,0.026,0.494,0.014,-0.0,0.0,0.0,-0.0,0.0,-0.0,2.172,1.292,2.462,-0.565,-0.562,-0.567,0.276,0.281,0.272,-0.777,-0.775,-0.78,-0.015,-0.002,-0.03,0.012,0.019,0.008,-0.019,-0.013,-0.029,1.618,0.046,0.565,0.276,0.777,0.016,0.012,0.02,0.001,0.002,0.001,0.004,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.001,0.007,0.003,0.004,0.002,0.003,0.001,0.002,0.003,0.004,0.004,0.008,0.001,0.023,0.005,-0.005,3.193,0.761,6.044,0.003,0.002,0.004
1.0,0.028,0.493,0.012,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.174,1.296,2.46,-0.568,-0.565,-0.573,0.272,0.279,0.27,-0.776,-0.772,-0.78,-0.01,0.005,-0.024,0.01,0.022,0.005,-0.021,-0.015,-0.033,1.617,0.043,0.568,0.272,0.776,0.014,0.012,0.022,0.002,0.002,0.002,0.008,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.003,0.009,0.005,0.006,0.003,0.001,0.005,0.012,0.006,0.008,0.004,0.002,-0.005,-0.003,0.022,-0.015,3.226,0.742,6.026,0.002,0.001,0.005
1.0,0.032,0.493,0.016,-0.0,0.0,0.0,-0.0,-0.0,-0.0,2.176,1.296,2.46,-0.569,-0.565,-0.571,0.271,0.273,0.269,-0.777,-0.773,-0.78,-0.02,-0.012,-0.036,0.014,0.023,0.006,-0.019,-0.014,-0.022,1.617,0.054,0.569,0.271,0.777,0.022,0.015,0.019,0.001,0.001,0.002,0.007,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.002,0.008,0.006,0.002,0.002,0.002,0.004,0.012,0.01,0.003,0.01,-0.003,-0.009,-0.001,-0.018,0.01,3.235,0.734,6.036,0.005,0.002,0.004
1.0,0.026,0.494,0.014,-0.0,0.0,0.0,0.0,-0.0,0.0,2.177,1.294,2.458,-0.569,-0.568,-0.57,0.274,0.278,0.27,-0.775,-0.772,-0.777,-0.011,0.007,-0.02,0.012,0.024,0.006,-0.015,-0.003,-0.021,1.618,0.04,0.569,0.274,0.775,0.014,0.013,0.016,0.001,0.002,0.001,0.007,0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.001,0.008,0.005,0.005,0.001,0.002,0.002,0.01,0.006,0.004,-0.001,0.012,0.007,0.036,-0.01,0.022,3.242,0.75,6.006,0.002,0.002,0.003
0.999,0.027,0.493,0.015,-0.0,0.0,0.0,0.0,0.0,0.0,2.175,1.295,2.46,-0.568,-0.565,-0.571,0.272,0.273,0.27,-0.776,-0.772,-0.779,-0.013,-0.009,-0.017,0.017,0.026,0.011,-0.016,-0.015,-0.019,1.616,0.047,0.568,0.272,0.776,0.014,0.018,0.016,0.001,0.001,0.002,0.002,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.002,0.002,0.004,0.001,0.002,0.001,0.003,0.003,0.005,0.002,-0.004,-0.001,0.001,-0.012,-0.009,-0.004,3.226,0.738,6.023,0.002,0.003,0.003
1.0,0.028,0.492,0.015,0.0,0.0,-0.0,0.0,-0.0,0.0,2.169,1.295,2.466,-0.563,-0.561,-0.565,0.272,0.274,0.27,-0.78,-0.779,-0.782,-0.014,-0.01,-0.017,0.016,0.023,0.011,-0.017,-0.013,-0.02,1.616,0.046,0.563,0.272,0.78,0.014,0.016,0.017,0.001,0.001,0.001,0.002,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.004,0.002,0.001,0.002,0.001,0.002,0.004,0.003,-0.003,0.004,0.002,0.003,0.006,-0.0,3.173,0.74,6.09,0.002,0.003,0.003
1.0,0.027,0.492,0.015,-0.0,-0.0,0.0,-0.0,0.0,0.0,2.169,1.295,2.466,-0.563,-0.56,-0.565,0.272,0.275,0.271,-0.78,-0.778,-0.782,-0.015,-0.01,-0.019,0.013,0.016,0.01,-0.018,-0.016,-0.02,1.616,0.046,0.563,0.272,0.78,0.015,0.013,0.018,0.001,0.001,0.001,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.003,0.002,0.001,0.002,0.002,0.002,0.004,0.003,0.002,0.0,-0.005,0.003,-0.007,0.003,0.002,3.172,0.741,6.086,0.002,0.002,0.003
1.0,0.026,0.493,0.015,0.0,-0.0,-0.0,0.0,-0.0,0.0,2.168,1.294,2.466,-0.562,-0.56,-0.564,0.273,0.276,0.272,-0.781,-0.779,-0.783,-0.015,-0.012,-0.018,0.015,0.024,0.012,-0.017,-0.014,-0.019,1.617,0.047,0.562,0.273,0.781,0.015,0.016,0.017,0.001,0.001,0.001,0.002,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.004,0.001,0.002,0.002,0.003,0.003,0.002,0.002,-0.001,0.004,-0.008,0.006,0.015,-0.001,3.163,0.747,6.098,0.002,0.002,0.003
1.001,0.027,0.493,0.015,-0.0,-0.0,0.0,-0.0,-0.0,0.0,2.168,1.294,2.466,-0.563,-0.56,-0.565,0.273,0.274,0.271,-0.781,-0.779,-0.783,-0.014,-0.011,-0.017,0.014,0.021,0.009,-0.018,-0.016,-0.02,1.616,0.046,0.563,0.273,0.781,0.014,0.014,0.018,0.001,0.001,0.001,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.003,0.001,0.001,0.002,0.001,0.001,0.002,0.002,-0.001,0.001,0.001,0.003,0.006,0.005,3.167,0.745,6.093,0.002,0.002,0.003
0.999,0.028,0.492,0.015,0.0,0.0,0.0,0.0,-0.0,-0.0,2.17,1.297,2.466,-0.564,-0.559,-0.567,0.271,0.275,0.268,-0.779,-0.776,-0.783,-0.014,-0.007,-0.022,0.011,0.014,0.008,-0.02,-0.014,-0.025,1.614,0.045,0.564,0.271,0.779,0.015,0.011,0.02,0.002,0.002,0.002,0.003,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.004,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.005,0.007,0.007,-0.003,-0.002,0.007,0.006,3.175,0.733,6.073,0.002,0.001,0.004
0.992,0.084,0.437,0.018,0.0,0.0,0.001,0.001,0.002,0.001,2.073,1.36,2.59,-0.482,-0.431,-0.545,0.201,0.241,0.163,-0.84,-0.767,-0.872,-0.065,0.059,-0.257,-0.035,0.115,-0.286,-0.02,0.061,-0.12,1.523,0.207,0.483,0.202,0.841,0.121,0.13,0.057,0.022,0.015,0.019,0.09,0.094,0.043,0.001,0.0,0.001,0.01,0.016,0.003,0.03,0.02,0.028,0.102,0.126,0.053,0.034,0.016,0.015,0.147,0.054,0.072,-0.022,-0.096,0.034,-0.491,-0.655,-0.255,2.329,0.409,7.07,0.147,0.17,0.032
0.99,0.048,0.443,0.027,0.0,0.0,-0.0,0.0,0.0,0.0,2.082,1.355,2.578,-0.486,-0.473,-0.498,0.213,0.219,0.207,-0.837,-0.829,-0.848,-0.029,-0.001,-0.059,0.015,0.04,-0.019,-0.032,-0.002,-0.052,1.536,0.082,0.486,0.213,0.837,0.034,0.025,0.035,0.006,0.003,0.005,0.016,0.018,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.003,0.006,0.018,0.02,0.015,0.01,0.005,0.009,0.028,0.03,0.015,0.007,-0.007,-0.002,0.09,-0.075,0.08,2.366,0.453,6.999,0.012,0.006,0.012
0.991,0.044,0.448,0.024,0.0,0.0,-0.0,-0.0,0.0,-0.0,2.072,1.342,2.582,-0.476,-0.471,-0.485,0.224,0.227,0.219,-0.839,-0.835,-0.842,-0.023,-0.003,-0.036,0.03,0.049,0.015,-0.024,-0.017,-0.035,1.54,0.078,0.476,0.224,0.839,0.025,0.032,0.025,0.003,0.002,0.002,0.007,0.008,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.002,0.009,0.01,0.006,0.004,0.004,0.004,0.01,0.012,0.005,-0.004,-0.005,0.004,0.014,0.026,-0.017,2.267,0.504,7.043,0.006,0.01,0.006
0.991,0.034,0.449,0.018,0.0,0.0,-0.0,0.0,0.0,0.0,2.064,1.338,2.588,-0.47,-0.468,-0.474,0.229,0.231,0.226,-0.842,-0.836,-0.845,-0.018,-0.008,-0.031,0.015,0.021,0.011,-0.026,-0.017,-0.04,1.541,0.059,0.47,0.229,0.842,0.019,0.016,0.027,0.001,0.001,0.002,0.005,0.003,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.006,0.003,0.007,0.002,0.001,0.003,0.006,0.006,0.011,-0.002,-0.005,0.004,-0.02,0.017,0.014,2.205,0.525,7.091,0.003,0.002,0.007
0.991,0.038,0.454,0.022,0.0,0.0,-0.0,-0.0,0.0,0.0,2.061,1.328,2.585,-0.467,-0.465,-0.47,0.236,0.239,0.231,-0.842,-0.841,-0.842,-0.023,-0.002,-0.042,0.016,0.029,0.003,-0.021,-0.01,-0.035,1.545,0.06,0.467,0.236,0.842,0.026,0.018,0.022,0.001,0.002,0.0,0.011,0.006,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.0,0.012,0.007,0.007,0.002,0.003,0.0,0.016,0.007,0.009,-0.002,-0.006,-0.001,-0.078,0.031,-0.039,2.181,0.558,7.086,0.007,0.003,0.005
0.991,0.025,0.456,0.014,0.0,0.0,-0.0,0.0,0.0,0.0,2.058,1.324,2.585,-0.464,-0.463,-0.467,0.242,0.243,0.24,-0.842,-0.84,-0.844,-0.012,-0.006,-0.023,0.016,0.029,0.01,-0.017,-0.013,-0.021,1.548,0.045,0.464,0.242,0.842,0.013,0.016,0.018,0.001,0.001,0.001,0.004,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.005,0.005,0.003,0.003,0.002,0.001,0.004,0.003,0.004,-0.002,-0.001,-0.002,-0.02,0.004,-0.004,2.157,0.585,7.085,0.002,0.003,0.003
0.992,0.026,0.455,0.015,0.0,-0.0,-0.0,-0.0,0.0,0.0,2.056,1.324,2.587,-0.462,-0.46,-0.464,0.242,0.245,0.239,-0.843,-0.838,-0.845,-0.012,-0.005,-0.016,0.014,0.02,0.008,-0.02,-0.017,-0.023,1.546,0.045,0.462,0.242,0.843,0.013,0.014,0.02,0.001,0.001,0.002,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.003,0.002,0.001,0.002,0.002,0.005,0.002,0.002,-0.003,0.003,0.001,-0.007,-0.0,-0.001,2.137,0.583,7.1,0.002,0.002,0.004
0.992,0.025,0.456,0.014,0.0,-0.0,-0.0,-0.0,0.0,0.0,2.054,1.322,2.587,-0.461,-0.459,-0.464,0.244,0.245,0.242,-0.843,-0.839,-0.845,-0.012,-0.009,-0.014,0.013,0.021,0.008,-0.017,-0.015,-0.018,1.548,0.042,0.461,0.244,0.843,0.012,0.014,0.017,0.001,0.001,0.001,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.003,0.001,0.001,0.002,0.002,0.003,0.003,0.001,0.001,-0.001,-0.002,0.004,0.007,-0.003,2.125,0.596,7.101,0.001,0.002,0.003
0.991,0.026,0.456,0.014,-0.0,0.0,0.0,0.0,-0.0,-0.0,2.056,1.322,2.585,-0.462,-0.459,-0.463,0.245,0.248,0.243,-0.842,-0.84,-0.847,-0.011,-0.009,-0.014,0.013,0.026,0.009,-0.018,-0.013,-0.021,1.549,0.043,0.462,0.245,0.842,0.011,0.014,0.019,0.001,0.001,0.001,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.005,0.002,0.001,0.001,0.001,0.002,0.002,0.002,-0.0,0.003,0.002,-0.002,0.001,0.001,2.134,0.599,7.088,0.001,0.002,0.003
0.991,0.026,0.456,0.014,-0.0,-0.0,-0.0,0.0,0.0,-0.0,2.056,1.322,2.587,-0.461,-0.459,-0.463,0.244,0.246,0.243,-0.843,-0.841,-0.846,-0.011,-0.007,-0.014,0.013,0.023,0.01,-0.02,-0.016,-0.022,1.548,0.044,0.461,0.244,0.843,0.011,0.014,0.02,0.001,0.001,0.001,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.002,0.004,0.002,0.003,0.001,0.001,0.003,0.002,0.003,-0.003,0.003,0.002,-0.008,0.001,-0.001,2.127,0.594,7.1,0.001,0.002,0.004
0.991,0.026,0.456,0.014,0.0,0.0,0.0,0.0,-0.0,0.0,2.053,1.322,2.588,-0.46,-0.458,-0.463,0.244,0.247,0.242,-0.843,-0.841,-0.847,-0.012,-0.008,-0.016,0.014,0.026,0.009,-0.02,-0.015,-0.023,1.548,0.045,0.46,0.244,0.843,0.012,0.014,0.02,0.002,0.001,0.001,0.002,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.002,0.002,0.004,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.001,0.001,0.001,-0.008,-0.005,0.002,2.117,0.597,7.11,0.002,0.002,0.004
0.991,0.027,0.456,0.015,-0.0,0.0,-0.0,0.0,-0.0,0.0,2.052,1.321,2.59,-0.459,-0.457,-0.461,0.245,0.246,0.243,-0.844,-0.842,-0.846,-0.012,-0.007,-0.017,0.014,0.023,0.01,-0.019,-0.015,-0.022,1.548,0.044,0.459,0.245,0.844,0.012,0.014,0.019,0.001,0.001,0.001,0.002,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.003,0.004,0.002,0.002,0.002,0.002,0.003,0.005,0.004,-0.001,-0.002,0.003,0.0,-0.014,0.0,2.107,0.599,7.125,0.001,0.002,0.004
0.992,0.026,0.456,0.014,-0.0,0.0,0.0,0.0,-0.0,0.0,2.052,1.321,2.59,-0.458,-0.455,-0.46,0.245,0.248,0.243,-0.845,-0.842,-0.848,-0.011,-0.006,-0.015,0.013,0.021,0.01,-0.019,-0.015,-0.022,1.548,0.043,0.458,0.245,0.845,0.011,0.013,0.019,0.001,0.001,0.001,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.001,0.004,0.002,0.001,-0.001,0.001,0.004,-0.0,-0.015,-0.007,2.097,0.601,7.135,0.001,0.002,0.004
0.991,0.026,0.456,0.014,-0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.32,2.59,-0.457,-0.455,-0.459,0.246,0.248,0.244,-0.844,-0.84,-0.845,-0.012,-0.009,-0.014,0.013,0.021,0.009,-0.018,-0.014,-0.02,1.547,0.043,0.457,0.246,0.844,0.012,0.013,0.018,0.001,0.001,0.001,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.003,0.002,0.002,0.002,0.001,0.002,0.003,0.001,-0.001,-0.007,-0.001,-0.008,-0.016,-0.006,2.091,0.604,7.12,0.001,0.002,0.003
0.992,0.025,0.456,0.014,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.32,2.591,-0.457,-0.455,-0.458,0.246,0.249,0.245,-0.845,-0.843,-0.849,-0.011,-0.01,-0.013,0.014,0.029,0.009,-0.018,-0.015,-0.02,1.548,0.044,0.457,0.247,0.845,0.011,0.015,0.019,0.001,0.001,0.001,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.005,0.001,0.001,0.001,0.001,0.001,0.003,0.002,0.001,-0.001,0.003,0.001,-0.014,-0.001,2.086,0.608,7.142,0.001,0.002,0.003
0.992,0.025,0.456,0.013,0.0,-0.0,-0.0,0.0,-0.0,0.0,2.05,1.32,2.591,-0.457,-0.454,-0.458,0.246,0.247,0.245,-0.845,-0.843,-0.848,-0.011,-0.009,-0.013,0.014,0.03,0.009,-0.019,-0.017,-0.022,1.547,0.043,0.457,0.246,0.845,0.011,0.015,0.019,0.001,0.001,0.001,0.001,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,-0.001,-0.011,-0.003,2.085,0.606,7.137,0.001,0.002,0.004
0.992,0.026,0.456,0.014,0.0,0.0,-0.0,-0.0,0.0,0.0,2.048,1.32,2.592,-0.456,-0.452,-0.459,0.246,0.248,0.245,-0.845,-0.841,-0.847,-0.011,-0.007,-0.013,0.014,0.017,0.01,-0.018,-0.017,-0.02,1.547,0.044,0.456,0.246,0.845,0.011,0.014,0.019,0.001,0.001,0.001,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.002,0.002,0.002,0.001,0.002,0.001,0.001,0.003,0.003,0.001,-0.002,-0.0,-0.002,-0.005,0.003,-0.003,2.078,0.607,7.145,0.001,0.002,0.003
0.991,0.024,0.457,0.013,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,2.049,1.319,2.591,-0.456,-0.454,-0.458,0.247,0.249,0.246,-0.845,-0.843,-0.848,-0.011,-0.01,-0.014,0.011,0.025,0.007,-0.019,-0.018,-0.021,1.548,0.042,0.456,0.247,0.845,0.011,0.012,0.019,0.001,0.001,0.001,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.005,0.001,0.001,0.001,0.002,0.001,0.002,0.0,0.002,0.002,-0.0,-0.002,-0.0,-0.005,2.079,0.61,7.142,0.001,0.001,0.004
0.992,0.026,0.456,0.014,0.0,-0.0,-0.0,-0.0,0.0,-0.0,2.048,1.319,2.592,-0.455,-0.454,-0.458,0.247,0.249,0.245,-0.845,-0.841,-0.848,-0.01,-0.007,-0.013,0.014,0.02,0.007,-0.019,-0.018,-0.021,1.548,0.043,0.455,0.247,0.845,0.011,0.014,0.019,0.001,0.001,0.002,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.003,0.001,0.001,0.001,0.003,0.003,0.002,0.003,0.003,0.0,-0.001,0.001,0.008,0.0,2.074,0.611,7.142,0.001,0.002,0.004
0.99,0.025,0.456,0.014,0.0,0.0,0.0,-0.0,-0.0,0.0,2.048,1.319,2.592,-0.455,-0.453,-0.456,0.247,0.248,0.245,-0.845,-0.842,-0.85,-0.011,-0.008,-0.012,0.013,0.019,0.009,-0.018,-0.018,-0.02,1.547,0.042,0.455,0.247,0.845,0.011,0.013,0.019,0.001,0.001,0.001,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.003,0.001,0.001,0.001,0.002,0.001,0.003,0.001,0.001,-0.003,-0.002,0.001,0.001,-0.001,2.068,0.609,7.144,0.001,0.002,0.003
0.992,0.025,0.457,0.013,-0.0,0.0,0.0,-0.0,-0.0,0.0,2.048,1.318,2.591,-0.455,-0.454,-0.457,0.248,0.249,0.246,-0.845,-0.84,-0.848,-0.011,-0.006,-0.016,0.012,0.017,0.006,-0.019,-0.017,-0.021,1.548,0.042,0.456,0.248,0.845,0.011,0.012,0.019,0.001,0.001,0.001,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.003,0.003,0.001,0.001,0.001,0.002,0.004,0.002,0.002,0.003,-0.001,0.006,-0.002,0.0,0.006,2.075,0.613,7.14,0.001,0.001,0.004
0.991,0.025,0.456,0.014,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2.047,1.318,2.593,-0.454,-0.452,-0.456,0.247,0.249,0.246,-0.846,-0.844,-0.847,-0.011,-0.008,-0.015,0.013,0.017,0.008,-0.019,-0.017,-0.021,1.547,0.043,0.454,0.247,0.846,0.011,0.013,0.019,0.001,0.001,0.001,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.003,0.001,0.002,0.001,0.001,0.002,0.004,0.001,0.003,0.0,-0.002,0.002,0.009,-0.002,2.062,0.612,7.152,0.001,0.002,0.004
0.991,0.026,0.456,0.014,0.0,0.0,0.0,0.0,-0.0,0.0,2.046,1.319,2.594,-0.454,-0.451,-0.455,0.247,0.25,0.245,-0.845,-0.843,-0.847,-0.01,-0.007,-0.013,0.014,0.025,0.009,-0.019,-0.015,-0.021,1.546,0.042,0.454,0.247,0.845,0.01,0.014,0.019,0.001,0.001,0.001,0.002,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.004,0.002,0.001,0.001,0.001,0.003,0.003,0.002,-0.0,0.004,0.001,-0.004,0.021,0.002,2.057,0.61,7.145,0.001,0.002,0.003
0.992,0.026,0.456,0.014,0.0,0.0,-0.0,0.0,0.0,0.0,2.045,1.32,2.595,-0.453,-0.45,-0.455,0.246,0.247,0.244,-0.847,-0.844,-0.853,-0.012,-0.007,-0.015,0.012,0.021,0.009,-0.019,-0.017,-0.022,1.546,0.043,0.453,0.246,0.847,0.012,0.012,0.019,0.001,0.001,0.001,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.003,0.001,0.002,0.002,0.002,0.003,0.003,0.001,0.0,0.002,-0.005,0.007,0.01,-0.001,2.049,0.605,7.178,0.001,0.002,0.004
0.991,0.026,0.455,0.014,0.0,-0.0,-0.0,0.0,0.0,0.0,2.045,1.32,2.594,-0.453,-0.451,-0.456,0.246,0.248,0.243,-0.846,-0.843,-0.848,-0.012,-0.007,-0.014,0.012,0.016,0.007,-0.02,-0.018,-0.022,1.546,0.044,0.453,0.246,0.846,0.012,0.012,0.02,0.001,0.001,0.001,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.002,0.002,0.002,0.001,0.002,0.001,0.003,0.001,0.003,0.002,-0.002,-0.006,0.001,-0.0,0.008,-0.002,2.055,0.606,7.161,0.001,0.002,0.004
0.992,0.026,0.456,0.014,0.0,0.0,-0.0,-0.0,0.0,0.0,2.045,1.319,2.594,-0.453,-0.45,-0.454,0.247,0.248,0.245,-0.847,-0.842,-0.85,-0.011,-0.008,-0.014,0.013,0.023,0.01,-0.019,-0.017,-0.021,1.546,0.043,0.453,0.247,0.847,0.011,0.013,0.019,0.001,0.001,0.002,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.004,0.001,0.002,0.001,0.002,0.003,0.002,0.001,-0.001,-0.005,-0.001,-0.005,0.009,0.001,2.05,0.609,7.174,0.001,0.002,0.004
0.992,0.024,0.454,0.013,0.0,0.0,0.0,0.0,0.0,0.0,2.044,1.322,2.597,-0.452,-0.449,-0.455,0.244,0.246,0.241,-0.848,-0.846,-0.851,-0.008,0.005,-0.015,0.014,0.018,0.011,-0.017,-0.014,-0.02,1.544,0.04,0.452,0.244,0.848,0.01,0.014,0.018,0.002,0.001,0.001,0.005,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.006,0.002,0.002,0.003,0.001,0.002,0.01,0.004,0.004,-0.001,0.005,-0.001,0.018,0.004,0.011,2.043,0.594,7.189,0.001,0.002,0.003
0.991,0.026,0.454,0.014,-0.0,-0.0,0.0,0.0,-0.0,-0.0,2.045,1.322,2.596,-0.452,-0.449,-0.454,0.244,0.246,0.242,-0.848,-0.846,-0.851,-0.013,-0.009,-0.015,0.011,0.016,0.006,-0.019,-0.017,-0.021,1.544,0.044,0.452,0.244,0.848,0.013,0.012,0.019,0.001,0.001,0.001,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.002,0.003,0.001,0.002,0.002,0.001,0.002,0.005,0.001,-0.001,-0.002,0.001,0.003,0.015,0.001,2.044,0.596,7.186,0.002,0.001,0.004
