a_x,a_y,a_z,g_x,g_y,g_z
-1.219,-0.108,-9.567,-0.013,0.013,-0.023
-1.207,-0.11,-9.565,-0.013,0.013,-0.023
-1.211,-0.101,-9.546,-0.012,0.013,-0.024
-1.211,-0.101,-9.56,-0.013,0.013,-0.023
-1.216,-0.108,-9.555,-0.013,0.013,-0.023
-1.211,-0.113,-9.553,-0.013,0.013,-0.023
-1.216,-0.115,-9.553,-0.013,0.013,-0.023
-1.223,-0.103,-9.55,-0.013,0.013,-0.023
-1.216,-0.103,-9.57,-0.012,0.013,-0.023
-1.216,-0.113,-9.574,-0.012,0.013,-0.023
-1.214,-0.101,-9.56,-0.013,0.013,-0.024
-1.223,-0.105,-9.572,-0.012,0.013,-0.023
-1.207,-0.105,-9.553,-0.013,0.013,-0.023
-1.211,-0.103,-9.555,-0.013,0.013,-0.023
-1.219,-0.108,-9.541,-0.012,0.013,-0.024
-1.211,-0.103,-9.558,-0.013,0.013,-0.023
-1.219,-0.113,-9.562,-0.013,0.013,-0.023
-1.209,-0.108,-9.567,-0.012,0.013,-0.023
-1.207,-0.11,-9.543,-0.012,0.013,-0.023
-1.214,-0.105,-9.56,-0.013,0.013,-0.023
-1.211,-0.108,-9.56,-0.012,0.013,-0.023
-1.221,-0.108,-9.546,-0.012,0.013,-0.023
-1.219,-0.113,-9.567,-0.013,0.013,-0.023
-1.214,-0.113,-9.555,-0.012,0.013,-0.023
-1.221,-0.101,-9.572,-0.013,0.013,-0.023
-1.221,-0.11,-9.565,-0.012,0.014,-0.023
-1.211,-0.101,-9.565,-0.013,0.013,-0.023
-1.214,-0.113,-9.56,-0.012,0.014,-0.023
-1.214,-0.115,-9.558,-0.013,0.013,-0.023
-1.221,-0.108,-9.553,-0.013,0.013,-0.023
-1.202,-0.105,-9.558,-0.013,0.013,-0.024
-1.211,-0.113,-9.555,-0.013,0.013,-0.023
-1.216,-0.098,-9.558,-0.013,0.013,-0.023
-1.216,-0.11,-9.548,-0.012,0.013,-0.023
-1.209,-0.11,-9.558,-0.013,0.013,-0.023
-1.214,-0.113,-9.553,-0.012,0.013,-0.023
-1.216,-0.11,-9.55,-0.012,0.013,-0.024
-1.221,-0.103,-9.558,-0.013,0.013,-0.023
-1.221,-0.103,-9.543,-0.012,0.014,-0.023
-1.211,-0.101,-9.565,-0.012,0.013,-0.023
-1.199,-0.113,-9.56,-0.012,0.013,-0.024
-1.211,-0.105,-9.55,-0.012,0.013,-0.023
-1.214,-0.105,-9.546,-0.013,0.013,-0.023
-1.199,-0.113,-9.56,-0.013,0.013,-0.024
-1.211,-0.115,-9.565,-0.012,0.013,-0.024
-1.211,-0.103,-9.558,-0.013,0.013,-0.023
-1.221,-0.108,-9.55,-0.012,0.013,-0.023
-1.219,-0.103,-9.558,-0.012,0.013,-0.023
-1.211,-0.113,-9.546,-0.012,0.013,-0.023
-1.214,-0.105,-9.558,-0.013,0.013,-0.023
-1.214,-0.103,-9.567,-0.013,0.013,-0.023
-1.209,-0.113,-9.558,-0.012,0.013,-0.023
-1.211,-0.11,-9.548,-0.012,0.013,-0.023
-1.209,-0.105,-9.553,-0.012,0.014,-0.024
-1.211,-0.103,-9.558,-0.013,0.013,-0.023
-1.216,-0.105,-9.558,-0.013,0.013,-0.023
-1.219,-0.101,-9.565,-0.013,0.013,-0.023
-1.216,-0.101,-9.562,-0.013,0.013,-0.023
-1.214,-0.105,-9.562,-0.012,0.013,-0.023
-1.209,-0.11,-9.558,-0.013,0.013,-0.023
-1.214,-0.108,-9.558,-0.013,0.013,-0.024
-1.219,-0.108,-9.555,-0.013,0.013,-0.023
-1.221,-0.11,-9.56,-0.013,0.013,-0.023
-1.204,-0.108,-9.558,-0.013,0.013,-0.023
-1.219,-0.103,-9.555,-0.013,0.013,-0.023
-1.221,-0.108,-9.548,-0.012,0.013,-0.024
-1.209,-0.113,-9.56,-0.012,0.013,-0.023
-1.211,-0.11,-9.565,-0.013,0.013,-0.023
-1.214,-0.108,-9.548,-0.013,0.013,-0.023
-1.207,-0.108,-9.562,-0.013,0.013,-0.024
-1.221,-0.115,-9.56,-0.013,0.014,-0.023
-1.209,-0.11,-9.567,-0.012,0.013,-0.023
-1.204,-0.108,-9.546,-0.013,0.013,-0.023
-1.207,-0.105,-9.548,-0.012,0.013,-0.023
-1.209,-0.108,-9.553,-0.013,0.013,-0.023
-1.207,-0.101,-9.558,-0.013,0.013,-0.023
-1.207,-0.101,-9.565,-0.013,0.013,-0.023
-1.216,-0.11,-9.543,-0.012,0.013,-0.023
-1.209,-0.105,-9.558,-0.012,0.014,-0.023
-1.214,-0.11,-9.567,-0.012,0.013,-0.023
-1.211,-0.11,-9.567,-0.013,0.013,-0.023
-1.211,-0.11,-9.562,-0.012,0.013,-0.023
-1.216,-0.11,-9.55,-0.012,0.013,-0.023
-1.214,-0.113,-9.555,-0.013,0.013,-0.023
-1.209,-0.098,-9.558,-0.013,0.013,-0.023
-1.214,-0.113,-9.555,-0.012,0.013,-0.023
-1.207,-0.115,-9.565,-0.013,0.014,-0.023
-1.202,-0.108,-9.541,-0.012,0.013,-0.022
-1.216,-0.12,-9.55,-0.013,0.013,-0.023
-1.209,-0.108,-9.558,-0.013,0.013,-0.023
-1.209,-0.115,-9.543,-0.013,0.013,-0.023
-1.219,-0.113,-9.567,-0.013,0.013,-0.023
-1.211,-0.113,-9.574,-0.012,0.013,-0.024
-1.211,-0.105,-9.548,-0.013,0.013,-0.023
-1.211,-0.117,-9.567,-0.012,0.013,-0.023
-1.216,-0.108,-9.558,-0.013,0.013,-0.023
-1.209,-0.11,-9.55,-0.013,0.013,-0.023
-1.211,-0.103,-9.562,-0.013,0.013,-0.023
-1.209,-0.108,-9.555,-0.013,0.013,-0.023
-1.209,-0.117,-9.565,-0.013,0.013,-0.023
-1.211,-0.103,-9.555,-0.012,0.013,-0.023
-1.209,-0.113,-9.562,-0.013,0.013,-0.023
-1.209,-0.103,-9.534,-0.013,0.013,-0.023
-1.209,-0.101,-9.548,-0.012,0.013,-0.023
-1.214,-0.105,-9.555,-0.013,0.013,-0.023
-1.211,-0.11,-9.567,-0.012,0.013,-0.023
-1.211,-0.108,-9.555,-0.013,0.013,-0.023
-1.202,-0.115,-9.562,-0.012,0.013,-0.024
-1.211,-0.105,-9.55,-0.013,0.014,-0.024
-1.209,-0.105,-9.55,-0.013,0.013,-0.023
-1.202,-0.101,-9.548,-0.013,0.013,-0.023
-1.209,-0.113,-9.555,-0.013,0.013,-0.023
-1.219,-0.108,-9.572,-0.012,0.013,-0.024
-1.219,-0.105,-9.546,-0.012,0.013,-0.023
-1.219,-0.11,-9.56,-0.013,0.013,-0.023
-1.216,-0.096,-9.567,-0.013,0.013,-0.023
-1.209,-0.11,-9.558,-0.012,0.013,-0.023
-1.216,-0.11,-9.574,-0.012,0.013,-0.023
-1.204,-0.113,-9.562,-0.012,0.013,-0.023
-1.216,-0.11,-9.57,-0.013,0.013,-0.023
-1.211,-0.108,-9.546,-0.013,0.013,-0.023
-1.211,-0.108,-9.56,-0.013,0.013,-0.024
-1.223,-0.105,-9.565,-0.012,0.013,-0.023
-1.214,-0.105,-9.558,-0.013,0.012,-0.023
-1.216,-0.11,-9.555,-0.013,0.013,-0.023
-1.204,-0.122,-9.558,-0.012,0.013,-0.023
-1.216,-0.105,-9.548,-0.013,0.014,-0.023
-1.211,-0.101,-9.565,-0.012,0.013,-0.023
-1.223,-0.105,-9.55,-0.012,0.013,-0.023
-1.209,-0.115,-9.553,-0.012,0.013,-0.024
-1.207,-0.103,-9.555,-0.013,0.013,-0.024
-1.219,-0.108,-9.558,-0.013,0.013,-0.023
-1.209,-0.11,-9.562,-0.012,0.013,-0.023
-1.219,-0.11,-9.562,-0.012,0.013,-0.023
-1.223,-0.103,-9.548,-0.012,0.013,-0.023
-1.221,-0.11,-9.56,-0.012,0.013,-0.024
-1.219,-0.11,-9.531,-0.013,0.013,-0.023
-1.216,-0.115,-9.565,-0.013,0.013,-0.023
-1.211,-0.117,-9.565,-0.013,0.013,-0.023
-1.209,-0.11,-9.55,-0.013,0.013,-0.024
-1.216,-0.113,-9.555,-0.012,0.013,-0.023
-1.211,-0.105,-9.555,-0.013,0.013,-0.024
-1.214,-0.117,-9.558,-0.013,0.013,-0.024
-1.211,-0.11,-9.555,-0.013,0.013,-0.023
-1.219,-0.108,-9.555,-0.013,0.013,-0.023
-1.216,-0.11,-9.553,-0.013,0.013,-0.023
-1.211,-0.117,-9.562,-0.013,0.013,-0.023
-1.219,-0.103,-9.553,-0.012,0.013,-0.023
-1.211,-0.108,-9.555,-0.013,0.013,-0.023
-1.211,-0.11,-9.56,-0.012,0.013,-0.023
-1.221,-0.108,-9.553,-0.012,0.013,-0.023
-1.223,-0.117,-9.553,-0.013,0.013,-0.023
-1.216,-0.12,-9.562,-0.012,0.013,-0.023
-1.221,-0.105,-9.565,-0.012,0.013,-0.023
-1.207,-0.098,-9.57,-0.013,0.013,-0.023
-1.202,-0.103,-9.553,-0.013,0.013,-0.023
-1.207,-0.108,-9.55,-0.012,0.013,-0.023
-1.211,-0.108,-9.553,-0.012,0.013,-0.023
-1.211,-0.103,-9.56,-0.012,0.013,-0.023
-1.214,-0.108,-9.562,-0.013,0.013,-0.023
-1.211,-0.108,-9.562,-0.012,0.013,-0.023
-1.199,-0.103,-9.55,-0.012,0.013,-0.023
-1.209,-0.11,-9.543,-0.012,0.013,-0.023
-1.209,-0.101,-9.56,-0.012,0.013,-0.023
-1.209,-0.103,-9.57,-0.013,0.013,-0.024
-1.209,-0.096,-9.553,-0.012,0.013,-0.023
-1.221,-0.103,-9.555,-0.013,0.013,-0.023
-1.216,-0.105,-9.541,-0.012,0.013,-0.023
-1.209,-0.105,-9.572,-0.013,0.013,-0.024
-1.216,-0.113,-9.558,-0.013,0.013,-0.024
-1.211,-0.108,-9.567,-0.013,0.013,-0.023
-1.223,-0.113,-9.558,-0.013,0.013,-0.023
-1.214,-0.108,-9.565,-0.012,0.013,-0.023
-1.214,-0.108,-9.562,-0.012,0.013,-0.023
-1.211,-0.108,-9.55,-0.012,0.013,-0.023
-1.207,-0.105,-9.555,-0.012,0.014,-0.023
-1.221,-0.105,-9.57,-0.013,0.014,-0.023
-1.211,-0.103,-9.555,-0.012,0.013,-0.023
-1.209,-0.12,-9.546,-0.012,0.014,-0.023
-1.207,-0.115,-9.562,-0.012,0.013,-0.023
-1.214,-0.115,-9.567,-0.012,0.013,-0.023
-1.219,-0.122,-9.56,-0.013,0.013,-0.023
-1.211,-0.108,-9.55,-0.013,0.014,-0.023
-1.216,-0.103,-9.562,-0.013,0.013,-0.023
-1.223,-0.105,-9.562,-0.013,0.013,-0.023
-1.211,-0.113,-9.558,-0.012,0.013,-0.023
-1.226,-0.108,-9.555,-0.013,0.013,-0.023
-1.211,-0.108,-9.574,-0.013,0.013,-0.023
-1.214,-0.108,-9.55,-0.013,0.014,-0.023
-1.221,-0.105,-9.536,-0.013,0.013,-0.023
-1.226,-0.105,-9.555,-0.013,0.013,-0.024
-1.219,-0.113,-9.55,-0.012,0.013,-0.023
-1.216,-0.11,-9.55,-0.012,0.013,-0.023
-1.216,-0.105,-9.565,-0.012,0.014,-0.023
-1.214,-0.101,-9.565,-0.013,0.013,-0.023
-1.221,-0.103,-9.565,-0.013,0.014,-0.023
-1.209,-0.11,-9.553,-0.012,0.013,-0.023
-1.209,-0.113,-9.548,-0.012,0.013,-0.023
-1.216,-0.122,-9.55,-0.013,0.013,-0.023
-1.209,-0.105,-9.572,-0.013,0.013,-0.023
-1.209,-0.117,-9.565,-0.013,0.014,-0.023
-1.216,-0.105,-9.567,-0.013,0.013,-0.024
-1.211,-0.117,-9.56,-0.013,0.013,-0.024
-1.214,-0.11,-9.567,-0.013,0.014,-0.023
-1.214,-0.117,-9.574,-0.012,0.013,-0.023
-1.214,-0.11,-9.56,-0.012,0.013,-0.023
-1.209,-0.115,-9.558,-0.012,0.014,-0.023
-1.216,-0.117,-9.55,-0.012,0.013,-0.023
-1.211,-0.11,-9.565,-0.013,0.013,-0.023
-1.207,-0.11,-9.562,-0.013,0.013,-0.023
-1.207,-0.108,-9.555,-0.013,0.013,-0.023
-1.214,-0.108,-9.57,-0.013,0.013,-0.023
-1.199,-0.105,-9.565,-0.013,0.013,-0.023
-1.211,-0.11,-9.548,-0.013,0.014,-0.023
-1.207,-0.11,-9.567,-0.013,0.013,-0.023
-1.219,-0.108,-9.567,-0.012,0.013,-0.023
-1.207,-0.108,-9.555,-0.012,0.014,-0.024
-1.207,-0.11,-9.546,-0.012,0.013,-0.023
-1.223,-0.101,-9.562,-0.013,0.014,-0.023
-1.216,-0.108,-9.555,-0.013,0.013,-0.023
-1.204,-0.105,-9.565,-0.013,0.013,-0.024
-1.216,-0.103,-9.579,-0.012,0.013,-0.023
-1.211,-0.105,-9.57,-0.013,0.013,-0.023
-1.209,-0.101,-9.555,-0.012,0.014,-0.023
-1.211,-0.101,-9.562,-0.013,0.013,-0.023
-1.219,-0.113,-9.55,-0.013,0.013,-0.024
-1.223,-0.098,-9.555,-0.012,0.013,-0.024
-1.211,-0.105,-9.541,-0.012,0.013,-0.024
-1.204,-0.108,-9.558,-0.013,0.013,-0.023
-1.211,-0.101,-9.553,-0.013,0.013,-0.023
-1.223,-0.108,-9.558,-0.013,0.013,-0.023
-1.221,-0.105,-9.562,-0.012,0.013,-0.023
-1.211,-0.103,-9.555,-0.013,0.014,-0.023
-1.223,-0.113,-9.572,-0.012,0.013,-0.023
-1.207,-0.101,-9.57,-0.012,0.013,-0.023
-1.219,-0.11,-9.541,-0.013,0.014,-0.023
-1.221,-0.105,-9.555,-0.013,0.014,-0.024
-1.211,-0.105,-9.529,-0.013,0.013,-0.023
-1.216,-0.113,-9.56,-0.012,0.013,-0.023
-1.209,-0.105,-9.56,-0.012,0.013,-0.023
-1.211,-0.101,-9.55,-0.012,0.014,-0.023
-1.207,-0.11,-9.548,-0.012,0.013,-0.023
-1.209,-0.11,-9.543,-0.012,0.013,-0.024
-1.221,-0.115,-9.553,-0.013,0.014,-0.023
-1.221,-0.105,-9.565,-0.012,0.014,-0.023
-1.214,-0.105,-9.565,-0.013,0.013,-0.023
-1.204,-0.103,-9.55,-0.012,0.013,-0.023
-1.219,-0.103,-9.56,-0.012,0.013,-0.024
-1.209,-0.108,-9.577,-0.013,0.013,-0.023
-1.207,-0.108,-9.562,-0.012,0.013,-0.023
-1.219,-0.113,-9.567,-0.013,0.013,-0.023
-1.216,-0.105,-9.555,-0.013,0.013,-0.023
-1.216,-0.105,-9.541,-0.012,0.013,-0.024
-1.214,-0.113,-9.553,-0.012,0.013,-0.023
-1.221,-0.101,-9.558,-0.012,0.014,-0.023
-1.216,-0.108,-9.538,-0.013,0.013,-0.023
-1.216,-0.115,-9.56,-0.012,0.013,-0.023
-1.216,-0.11,-9.565,-0.012,0.013,-0.023
-1.209,-0.113,-9.56,-0.012,0.013,-0.023
-1.211,-0.105,-9.548,-0.012,0.013,-0.023
-1.221,-0.108,-9.558,-0.013,0.013,-0.024
-1.219,-0.098,-9.55,-0.012,0.013,-0.023
-1.221,-0.108,-9.55,-0.013,0.014,-0.023
-1.211,-0.11,-9.57,-0.013,0.013,-0.023
-1.216,-0.108,-9.567,-0.012,0.013,-0.023
-1.209,-0.11,-9.555,-0.013,0.013,-0.023
-1.211,-0.108,-9.555,-0.012,0.013,-0.023
-1.214,-0.113,-9.546,-0.012,0.013,-0.023
-1.209,-0.113,-9.555,-0.013,0.013,-0.023
-1.214,-0.117,-9.541,-0.013,0.014,-0.023
-1.214,-0.11,-9.57,-0.012,0.014,-0.023
-1.209,-0.103,-9.562,-0.013,0.013,-0.023
-1.214,-0.101,-9.567,-0.012,0.013,-0.024
-1.204,-0.093,-9.555,-0.013,0.013,-0.023
-1.219,-0.113,-9.553,-0.013,0.013,-0.023
-1.211,-0.11,-9.56,-0.012,0.014,-0.023
-1.211,-0.11,-9.55,-0.012,0.013,-0.023
-1.214,-0.11,-9.57,-0.013,0.013,-0.023
-1.209,-0.117,-9.57,-0.012,0.013,-0.023
-1.216,-0.103,-9.562,-0.013,0.013,-0.023
-1.211,-0.093,-9.57,-0.013,0.013,-0.023
-1.216,-0.113,-9.546,-0.012,0.013,-0.023
-1.221,-0.101,-9.55,-0.012,0.013,-0.023
-1.214,-0.108,-9.553,-0.013,0.013,-0.023
-1.219,-0.113,-9.55,-0.013,0.013,-0.023
-1.209,-0.108,-9.548,-0.013,0.013,-0.023
-1.216,-0.108,-9.538,-0.012,0.013,-0.023
-1.216,-0.096,-9.562,-0.012,0.014,-0.024
-1.207,-0.101,-9.56,-0.012,0.013,-0.023
-1.216,-0.113,-9.558,-0.012,0.013,-0.023
-1.216,-0.113,-9.562,-0.012,0.013,-0.023
-1.211,-0.11,-9.558,-0.013,0.013,-0.023
-1.221,-0.11,-9.562,-0.013,0.013,-0.023
-1.209,-0.101,-9.548,-0.013,0.013,-0.023
-1.211,-0.098,-9.562,-0.012,0.013,-0.023
-1.204,-0.108,-9.565,-0.013,0.013,-0.023
-1.219,-0.105,-9.558,-0.013,0.013,-0.023
-1.209,-0.115,-9.555,-0.012,0.014,-0.023
-1.207,-0.105,-9.548,-0.013,0.013,-0.023
-1.204,-0.108,-9.565,-0.013,0.013,-0.023
-1.214,-0.103,-9.55,-0.013,0.013,-0.023
-1.211,-0.101,-9.56,-0.012,0.013,-0.023
-1.216,-0.11,-9.558,-0.012,0.013,-0.023
-1.221,-0.103,-9.572,-0.012,0.013,-0.023
-1.214,-0.105,-9.56,-0.013,0.013,-0.023
-1.219,-0.105,-9.565,-0.013,0.013,-0.023
-1.204,-0.103,-9.562,-0.012,0.013,-0.023
-1.214,-0.103,-9.553,-0.013,0.014,-0.023
-1.223,-0.11,-9.572,-0.013,0.013,-0.023
-1.216,-0.108,-9.567,-0.012,0.013,-0.024
-1.219,-0.105,-9.562,-0.012,0.013,-0.023
-1.226,-0.108,-9.565,-0.013,0.014,-0.023
-1.219,-0.113,-9.56,-0.013,0.014,-0.023
-1.209,-0.113,-9.558,-0.013,0.013,-0.023
-1.209,-0.11,-9.558,-0.012,0.013,-0.023
-1.197,-0.11,-9.553,-0.013,0.014,-0.023
-1.211,-0.117,-9.562,-0.013,0.013,-0.023
-1.204,-0.103,-9.562,-0.013,0.013,-0.023
-1.219,-0.12,-9.55,-0.013,0.013,-0.023
-1.216,-0.113,-9.553,-0.013,0.013,-0.023
-1.216,-0.113,-9.56,-0.013,0.013,-0.023
-1.207,-0.108,-9.55,-0.013,0.013,-0.023
-1.219,-0.108,-9.553,-0.012,0.013,-0.023
-1.209,-0.108,-9.555,-0.013,0.013,-0.023
-1.216,-0.11,-9.553,-0.013,0.014,-0.023
-1.216,-0.108,-9.553,-0.013,0.013,-0.023
-1.214,-0.117,-9.558,-0.013,0.013,-0.023
-1.214,-0.101,-9.55,-0.013,0.013,-0.023
-1.216,-0.103,-9.555,-0.012,0.013,-0.023
-1.211,-0.108,-9.567,-0.013,0.013,-0.024
-1.204,-0.113,-9.558,-0.012,0.013,-0.023
-1.221,-0.103,-9.558,-0.012,0.013,-0.023
-1.219,-0.103,-9.558,-0.013,0.014,-0.023
-1.207,-0.105,-9.565,-0.013,0.013,-0.023
-1.204,-0.115,-9.565,-0.012,0.013,-0.023
-1.214,-0.117,-9.56,-0.012,0.013,-0.023
-1.221,-0.113,-9.562,-0.012,0.013,-0.023
-1.214,-0.11,-9.541,-0.013,0.013,-0.024
-1.211,-0.101,-9.565,-0.013,0.013,-0.023
-1.219,-0.11,-9.558,-0.012,0.013,-0.023
-1.214,-0.11,-9.553,-0.012,0.013,-0.023
-1.219,-0.11,-9.567,-0.013,0.013,-0.023
-1.211,-0.101,-9.553,-0.013,0.013,-0.023
-1.216,-0.105,-9.574,-0.012,0.013,-0.023
-1.211,-0.105,-9.548,-0.013,0.013,-0.023
-1.204,-0.11,-9.553,-0.012,0.013,-0.023
-1.211,-0.115,-9.558,-0.012,0.013,-0.023
-1.216,-0.105,-9.565,-0.012,0.013,-0.023
-1.216,-0.103,-9.562,-0.013,0.014,-0.023
-1.204,-0.101,-9.56,-0.013,0.013,-0.023
-1.216,-0.108,-9.548,-0.013,0.013,-0.023
-1.216,-0.108,-9.562,-0.013,0.013,-0.023
-1.214,-0.11,-9.55,-0.012,0.013,-0.023
-1.211,-0.11,-9.555,-0.013,0.013,-0.024
-1.214,-0.11,-9.55,-0.013,0.013,-0.023
-1.211,-0.103,-9.565,-0.013,0.013,-0.023
-1.219,-0.103,-9.57,-0.013,0.013,-0.023
-1.216,-0.108,-9.562,-0.013,0.013,-0.023
-1.219,-0.105,-9.555,-0.012,0.013,-0.023
-1.221,-0.103,-9.55,-0.012,0.013,-0.024
-1.211,-0.11,-9.553,-0.012,0.013,-0.023
-1.214,-0.103,-9.56,-0.012,0.013,-0.023
-1.219,-0.103,-9.565,-0.012,0.013,-0.023
-1.216,-0.108,-9.555,-0.013,0.013,-0.023
-1.219,-0.105,-9.565,-0.013,0.013,-0.023
-1.219,-0.096,-9.57,-0.011,0.013,-0.023
-1.214,-0.12,-9.543,-0.013,0.013,-0.023
-1.211,-0.113,-9.57,-0.013,0.014,-0.023
-1.209,-0.117,-9.546,-0.012,0.013,-0.023
-1.216,-0.115,-9.548,-0.013,0.014,-0.024
-1.214,-0.098,-9.555,-0.013,0.013,-0.023
-1.214,-0.098,-9.577,-0.013,0.014,-0.023
-1.216,-0.105,-9.553,-0.012,0.013,-0.023
-1.219,-0.113,-9.55,-0.012,0.013,-0.023
-1.223,-0.105,-9.553,-0.012,0.013,-0.024
-1.216,-0.103,-9.553,-0.012,0.013,-0.023
-1.216,-0.108,-9.548,-0.012,0.013,-0.023
-1.216,-0.117,-9.562,-0.013,0.013,-0.023
-1.219,-0.103,-9.548,-0.012,0.013,-0.023
-1.221,-0.103,-9.558,-0.012,0.013,-0.023
-1.216,-0.105,-9.562,-0.012,0.014,-0.023
-1.211,-0.115,-9.55,-0.013,0.014,-0.023
-1.216,-0.105,-9.56,-0.013,0.013,-0.023
-1.199,-0.103,-9.555,-0.012,0.013,-0.023
-1.204,-0.11,-9.555,-0.012,0.014,-0.023
-1.214,-0.108,-9.562,-0.012,0.013,-0.023
-1.202,-0.098,-9.56,-0.013,0.013,-0.023
-1.216,-0.103,-9.567,-0.013,0.013,-0.023
-1.202,-0.105,-9.553,-0.012,0.013,-0.023
-1.211,-0.108,-9.55,-0.013,0.013,-0.023
-1.211,-0.098,-9.56,-0.013,0.014,-0.023
-1.207,-0.101,-9.567,-0.012,0.013,-0.024
-1.209,-0.103,-9.57,-0.012,0.013,-0.023
-1.214,-0.103,-9.565,-0.013,0.014,-0.023
-1.214,-0.103,-9.55,-0.012,0.013,-0.023
-1.207,-0.098,-9.558,-0.012,0.013,-0.023
-1.216,-0.105,-9.565,-0.012,0.013,-0.023
-1.219,-0.122,-9.553,-0.012,0.013,-0.023
-1.209,-0.101,-9.548,-0.013,0.013,-0.023
-1.216,-0.103,-9.558,-0.012,0.013,-0.023
-1.197,-0.101,-9.562,-0.013,0.013,-0.023
-1.223,-0.11,-9.562,-0.013,0.013,-0.023
-1.214,-0.108,-9.536,-0.012,0.013,-0.023
-1.214,-0.103,-9.558,-0.013,0.013,-0.024
-1.211,-0.113,-9.555,-0.013,0.013,-0.023
-1.219,-0.105,-9.548,-0.013,0.013,-0.023
-1.209,-0.113,-9.553,-0.012,0.013,-0.023
-1.221,-0.108,-9.562,-0.012,0.013,-0.023
-1.221,-0.098,-9.553,-0.013,0.013,-0.023
-1.221,-0.103,-9.555,-0.012,0.013,-0.023
-1.211,-0.108,-9.55,-0.012,0.013,-0.023
-1.216,-0.115,-9.553,-0.012,0.013,-0.024
-1.216,-0.11,-9.555,-0.012,0.013,-0.023
-1.223,-0.105,-9.541,-0.012,0.014,-0.023
-1.223,-0.11,-9.553,-0.012,0.013,-0.023
-1.216,-0.108,-9.553,-0.012,0.013,-0.023
-1.214,-0.11,-9.572,-0.012,0.013,-0.024
-1.207,-0.11,-9.565,-0.012,0.014,-0.023
-1.207,-0.113,-9.565,-0.013,0.013,-0.023
-1.219,-0.11,-9.555,-0.012,0.013,-0.023
-1.204,-0.105,-9.555,-0.012,0.013,-0.024
-1.214,-0.105,-9.562,-0.012,0.013,-0.023
-1.211,-0.105,-9.562,-0.012,0.013,-0.024
-1.223,-0.115,-9.567,-0.013,0.013,-0.023
-1.209,-0.113,-9.55,-0.013,0.014,-0.023
-1.211,-0.103,-9.538,-0.012,0.014,-0.023
-1.209,-0.115,-9.548,-0.012,0.013,-0.024
-1.211,-0.11,-9.536,-0.013,0.013,-0.023
-1.209,-0.117,-9.565,-0.013,0.013,-0.023
-1.211,-0.11,-9.562,-0.013,0.013,-0.024
-1.231,-0.103,-9.565,-0.013,0.013,-0.023
-1.207,-0.11,-9.56,-0.013,0.013,-0.023
-1.219,-0.105,-9.56,-0.013,0.013,-0.023
-1.219,-0.108,-9.555,-0.012,0.014,-0.023
-1.207,-0.108,-9.558,-0.012,0.013,-0.023
-1.219,-0.096,-9.555,-0.012,0.014,-0.024
-1.216,-0.101,-9.555,-0.012,0.013,-0.023
-1.216,-0.117,-9.558,-0.012,0.013,-0.023
-1.211,-0.113,-9.558,-0.012,0.013,-0.023
-1.214,-0.105,-9.55,-0.012,0.013,-0.023
-1.214,-0.093,-9.565,-0.012,0.013,-0.023
-1.209,-0.101,-9.55,-0.013,0.013,-0.023
-1.214,-0.098,-9.553,-0.013,0.013,-0.023
-1.219,-0.103,-9.543,-0.013,0.013,-0.023
-1.219,-0.098,-9.55,-0.012,0.013,-0.023
-1.221,-0.108,-9.562,-0.013,0.013,-0.023
-1.219,-0.101,-9.56,-0.013,0.013,-0.023
-1.207,-0.105,-9.57,-0.012,0.013,-0.023
-1.214,-0.103,-9.56,-0.012,0.013,-0.023
-1.214,-0.105,-9.553,-0.012,0.013,-0.023
-1.207,-0.105,-9.553,-0.013,0.014,-0.023
-1.219,-0.108,-9.57,-0.013,0.013,-0.023
-1.219,-0.108,-9.555,-0.012,0.013,-0.023
-1.221,-0.105,-9.558,-0.013,0.013,-0.023
-1.204,-0.115,-9.553,-0.013,0.013,-0.023
-1.214,-0.11,-9.548,-0.013,0.013,-0.023
-1.211,-0.105,-9.565,-0.013,0.013,-0.023
-1.219,-0.11,-9.567,-0.012,0.013,-0.023
-1.216,-0.108,-9.546,-0.012,0.013,-0.023
-1.209,-0.108,-9.553,-0.013,0.014,-0.023
-1.214,-0.105,-9.553,-0.012,0.013,-0.023
-1.214,-0.11,-9.541,-0.013,0.013,-0.023
-1.219,-0.108,-9.55,-0.013,0.014,-0.023
-1.221,-0.103,-9.538,-0.012,0.013,-0.023
-1.226,-0.11,-9.546,-0.012,0.014,-0.023
-1.216,-0.105,-9.555,-0.012,0.013,-0.023
-1.221,-0.113,-9.562,-0.012,0.013,-0.023
-1.216,-0.108,-9.548,-0.013,0.013,-0.023
-1.211,-0.108,-9.553,-0.012,0.013,-0.023
-1.223,-0.103,-9.548,-0.012,0.013,-0.023
-1.216,-0.113,-9.56,-0.012,0.014,-0.023
-1.216,-0.108,-9.558,-0.012,0.013,-0.023
-1.219,-0.113,-9.55,-0.012,0.013,-0.023
-1.216,-0.098,-9.57,-0.013,0.013,-0.023
-1.211,-0.101,-9.56,-0.012,0.013,-0.023
-1.221,-0.103,-9.55,-0.013,0.013,-0.023
-1.219,-0.108,-9.55,-0.012,0.013,-0.023
-1.214,-0.103,-9.553,-0.012,0.014,-0.023
-1.219,-0.11,-9.548,-0.012,0.014,-0.023
-1.221,-0.108,-9.553,-0.012,0.013,-0.023
-1.204,-0.11,-9.548,-0.012,0.013,-0.024
